sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment
SP03.1	NA	NA	NA	1	NA	SP03	SilwoodPark	7D_rep1
SP03.2	NA	NA	NA	2	NA	SP03	SilwoodPark	7D_rep2
SP03.3	NA	NA	NA	3	NA	SP03	SilwoodPark	7D_rep3
SP03.4	NA	NA	NA	4	NA	SP03	SilwoodPark	7D_rep4
SP04.1	NA	NA	NA	1	NA	SP04	SilwoodPark	7D_rep1
SP04.2	NA	NA	NA	2	NA	SP04	SilwoodPark	7D_rep2
SP04.3	NA	NA	NA	3	NA	SP04	SilwoodPark	7D_rep3
SP04.4	NA	NA	NA	4	NA	SP04	SilwoodPark	7D_rep4
SP05.1	NA	NA	NA	1	NA	SP05	SilwoodPark	7D_rep1
SP05.2	NA	NA	NA	2	NA	SP05	SilwoodPark	7D_rep2
SP05.3	NA	NA	NA	3	NA	SP05	SilwoodPark	7D_rep3
SP05.4	NA	NA	NA	4	NA	SP05	SilwoodPark	7D_rep4
SP06.1	NA	NA	NA	1	NA	SP06	SilwoodPark	7D_rep1
SP06.2	NA	NA	NA	2	NA	SP06	SilwoodPark	7D_rep2
SP06.3	NA	NA	NA	3	NA	SP06	SilwoodPark	7D_rep3
SP06.4	NA	NA	NA	4	NA	SP06	SilwoodPark	7D_rep4
SP07.1	NA	NA	NA	1	NA	SP07	SilwoodPark	7D_rep1
SP07.2	NA	NA	NA	2	NA	SP07	SilwoodPark	7D_rep2
SP07.3	NA	NA	NA	3	NA	SP07	SilwoodPark	7D_rep3
SP07.4	NA	NA	NA	4	NA	SP07	SilwoodPark	7D_rep4
SP08.1	NA	NA	NA	1	NA	SP08	SilwoodPark	7D_rep1
SP08.2	NA	NA	NA	2	NA	SP08	SilwoodPark	7D_rep2
SP08.3	NA	NA	NA	3	NA	SP08	SilwoodPark	7D_rep3
SP08.4	NA	NA	NA	4	NA	SP08	SilwoodPark	7D_rep4
SP09.1	NA	NA	NA	1	NA	SP09	SilwoodPark	7D_rep1
SP09.2	NA	NA	NA	2	NA	SP09	SilwoodPark	7D_rep2
SP09.3	NA	NA	NA	3	NA	SP09	SilwoodPark	7D_rep3
SP09.4	NA	NA	NA	4	NA	SP09	SilwoodPark	7D_rep4
WEL01.1	NA	NA	NA	1	NA	WEL01	CombeHill	7D_rep1
WEL01.2	NA	NA	NA	2	NA	WEL01	CombeHill	7D_rep2
WEL01.3	NA	NA	NA	3	NA	WEL01	CombeHill	7D_rep3
WEL01.4	NA	NA	NA	4	NA	WEL01	CombeHill	7D_rep4
WEL02.1	NA	NA	NA	1	NA	WEL02	CombeHill	7D_rep1
WEL02.2	NA	NA	NA	2	NA	WEL02	CombeHill	7D_rep2
WEL02.3	NA	NA	NA	3	NA	WEL02	CombeHill	7D_rep3
WEL02.4	NA	NA	NA	4	NA	WEL02	CombeHill	7D_rep4
WEL03.1	NA	NA	NA	1	NA	WEL03	CombeHill	7D_rep1
WEL03.2	NA	NA	NA	2	NA	WEL03	CombeHill	7D_rep2
WEL03.3	NA	NA	NA	3	NA	WEL03	CombeHill	7D_rep3
WEL03.4	NA	NA	NA	4	NA	WEL03	CombeHill	7D_rep4
WEL04.1	NA	NA	NA	1	NA	WEL04	CombeHill	7D_rep1
WEL04.2	NA	NA	NA	2	NA	WEL04	CombeHill	7D_rep2
WEL04.3	NA	NA	NA	3	NA	WEL04	CombeHill	7D_rep3
WEL04.4	NA	NA	NA	4	NA	WEL04	CombeHill	7D_rep4
WEL05.1	NA	NA	NA	1	NA	WEL05	CombeHill	7D_rep1
WEL05.2	NA	NA	NA	2	NA	WEL05	CombeHill	7D_rep2
WEL05.3	NA	NA	NA	3	NA	WEL05	CombeHill	7D_rep3
WEL05.4	NA	NA	NA	4	NA	WEL05	CombeHill	7D_rep4
WEL06.1	NA	NA	NA	1	NA	WEL06	CombeHill	7D_rep1
WEL06.2	NA	NA	NA	2	NA	WEL06	CombeHill	7D_rep2
WEL06.3	NA	NA	NA	3	NA	WEL06	CombeHill	7D_rep3
WEL06.4	NA	NA	NA	4	NA	WEL06	CombeHill	7D_rep4
WEL07.1	NA	NA	NA	1	NA	WEL07	CombeHill	7D_rep1
WEL07.2	NA	NA	NA	2	NA	WEL07	CombeHill	7D_rep2
WEL07.3	NA	NA	NA	3	NA	WEL07	CombeHill	7D_rep3
WEL07.4	NA	NA	NA	4	NA	WEL07	CombeHill	7D_rep4
WEL08.1	NA	NA	NA	1	NA	WEL08	CombeHill	7D_rep1
WEL08.2	NA	NA	NA	2	NA	WEL08	CombeHill	7D_rep2
WEL08.3	NA	NA	NA	3	NA	WEL08	CombeHill	7D_rep3
WEL08.4	NA	NA	NA	4	NA	WEL08	CombeHill	7D_rep4
WEL09.1	NA	NA	NA	1	NA	WEL09	CombeHill	7D_rep1
WEL09.2	NA	NA	NA	2	NA	WEL09	CombeHill	7D_rep2
WEL09.3	NA	NA	NA	3	NA	WEL09	CombeHill	7D_rep3
WEL09.4	NA	NA	NA	4	NA	WEL09	CombeHill	7D_rep4
WEL10.1	NA	NA	NA	1	NA	WEL10	CombeHill	7D_rep1
WEL10.2	NA	NA	NA	2	NA	WEL10	CombeHill	7D_rep2
WEL10.3	NA	NA	NA	3	NA	WEL10	CombeHill	7D_rep3
WEL10.4	NA	NA	NA	4	NA	WEL10	CombeHill	7D_rep4
WEL11.1	NA	NA	NA	1	NA	WEL11	CombeHill	7D_rep1
WEL11.2	NA	NA	NA	2	NA	WEL11	CombeHill	7D_rep2
WEL11.3	NA	NA	NA	3	NA	WEL11	CombeHill	7D_rep3
WEL11.4	NA	NA	NA	4	NA	WEL11	CombeHill	7D_rep4
WEL12.1	NA	NA	NA	1	NA	WEL12	CombeHill	7D_rep1
WEL12.2	NA	NA	NA	2	NA	WEL12	CombeHill	7D_rep2
WEL12.3	NA	NA	NA	3	NA	WEL12	CombeHill	7D_rep3
WEL12.4	NA	NA	NA	4	NA	WEL12	CombeHill	7D_rep4
WEL13.1	NA	NA	NA	1	NA	WEL13	CombeHill	7D_rep1
WEL13.2	NA	NA	NA	2	NA	WEL13	CombeHill	7D_rep2
WEL13.3	NA	NA	NA	3	NA	WEL13	CombeHill	7D_rep3
WEL13.4	NA	NA	NA	4	NA	WEL13	CombeHill	7D_rep4
