sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment	Time0D_7D_4M
PH17.1	NA	NA	NA	1	NA	PH17	PullingshillWood	7D_rep1	4
PH17.2	NA	NA	NA	2	NA	PH17	PullingshillWood	7D_rep2	4
PH17.3	NA	NA	NA	3	NA	PH17	PullingshillWood	7D_rep3	4
PH17.4	NA	NA	NA	4	NA	PH17	PullingshillWood	7D_rep4	4
PH18.1	NA	NA	NA	1	NA	PH18	PullingshillWood	7D_rep1	4
PH18.2	NA	NA	NA	2	NA	PH18	PullingshillWood	7D_rep2	4
PH18.3	NA	NA	NA	3	NA	PH18	PullingshillWood	7D_rep3	4
PH18.4	NA	NA	NA	4	NA	PH18	PullingshillWood	7D_rep4	4
PH19.1	NA	NA	NA	1	NA	PH19	PullingshillWood	7D_rep1	4
PH19.2	NA	NA	NA	2	NA	PH19	PullingshillWood	7D_rep2	4
PH19.3	NA	NA	NA	3	NA	PH19	PullingshillWood	7D_rep3	4
PH19.4	NA	NA	NA	4	NA	PH19	PullingshillWood	7D_rep4	4
PH20.1	NA	NA	NA	1	NA	PH20	PullingshillWood	7D_rep1	4
PH20.2	NA	NA	NA	2	NA	PH20	PullingshillWood	7D_rep2	4
PH20.3	NA	NA	NA	3	NA	PH20	PullingshillWood	7D_rep3	4
PH20.4	NA	NA	NA	4	NA	PH20	PullingshillWood	7D_rep4	4
PH21.1	NA	NA	NA	1	NA	PH21	PullingshillWood	7D_rep1	4
PH21.2	NA	NA	NA	2	NA	PH21	PullingshillWood	7D_rep2	4
PH21.3	NA	NA	NA	3	NA	PH21	PullingshillWood	7D_rep3	4
PH21.4	NA	NA	NA	4	NA	PH21	PullingshillWood	7D_rep4	4
PH22.1	NA	NA	NA	1	NA	PH22	PullingshillWood	7D_rep1	4
PH22.2	NA	NA	NA	2	NA	PH22	PullingshillWood	7D_rep2	4
PH22.3	NA	NA	NA	3	NA	PH22	PullingshillWood	7D_rep3	4
PH22.4	NA	NA	NA	4	NA	PH22	PullingshillWood	7D_rep4	4
PH23.1	NA	NA	NA	1	NA	PH23	PullingshillWood	7D_rep1	1
PH23.2	NA	NA	NA	2	NA	PH23	PullingshillWood	7D_rep2	4
PH23.3	NA	NA	NA	3	NA	PH23	PullingshillWood	7D_rep3	4
PH23.4	NA	NA	NA	4	NA	PH23	PullingshillWood	7D_rep4	4
PH24.1	NA	NA	NA	1	NA	PH24	PullingshillWood	7D_rep1	4
PH24.2	NA	NA	NA	2	NA	PH24	PullingshillWood	7D_rep2	4
PH24.3	NA	NA	NA	3	NA	PH24	PullingshillWood	7D_rep3	3
PH24.4	NA	NA	NA	4	NA	PH24	PullingshillWood	7D_rep4	4
RDM01.1	NA	NA	NA	1	NA	RDM01	SilwoodPark	7D_rep1	4
RDM01.2	NA	NA	NA	2	NA	RDM01	SilwoodPark	7D_rep2	1
RDM01.3	NA	NA	NA	3	NA	RDM01	SilwoodPark	7D_rep3	1
RDM01.4	NA	NA	NA	4	NA	RDM01	SilwoodPark	7D_rep4	4
SAC01.1	NA	NA	NA	1	NA	SAC01	StAlbansCity	7D_rep1	3
SAC01.2	NA	NA	NA	2	NA	SAC01	StAlbansCity	7D_rep2	3
SAC01.3	NA	NA	NA	3	NA	SAC01	StAlbansCity	7D_rep3	3
SAC01.4	NA	NA	NA	4	NA	SAC01	StAlbansCity	7D_rep4	1
SAC02.1	NA	NA	NA	1	NA	SAC02	StAlbansCity	7D_rep1	4
SAC02.2	NA	NA	NA	2	NA	SAC02	StAlbansCity	7D_rep2	4
SAC02.3	NA	NA	NA	3	NA	SAC02	StAlbansCity	7D_rep3	4
SAC02.4	NA	NA	NA	4	NA	SAC02	StAlbansCity	7D_rep4	1
SAC03.1	NA	NA	NA	1	NA	SAC03	StAlbansCity	7D_rep1	4
SAC03.2	NA	NA	NA	2	NA	SAC03	StAlbansCity	7D_rep2	4
SAC03.3	NA	NA	NA	3	NA	SAC03	StAlbansCity	7D_rep3	4
SAC03.4	NA	NA	NA	4	NA	SAC03	StAlbansCity	7D_rep4	2
SAC04.1	NA	NA	NA	1	NA	SAC04	StAlbansCity	7D_rep1	4
SAC04.2	NA	NA	NA	2	NA	SAC04	StAlbansCity	7D_rep2	4
SAC04.3	NA	NA	NA	3	NA	SAC04	StAlbansCity	7D_rep3	4
SAC04.4	NA	NA	NA	4	NA	SAC04	StAlbansCity	7D_rep4	1
SAC05.1	NA	NA	NA	1	NA	SAC05	StAlbansCity	7D_rep1	4
SAC05.2	NA	NA	NA	2	NA	SAC05	StAlbansCity	7D_rep2	4
SAC05.3	NA	NA	NA	3	NA	SAC05	StAlbansCity	7D_rep3	4
SAC05.4	NA	NA	NA	4	NA	SAC05	StAlbansCity	7D_rep4	1
SAC06.1	NA	NA	NA	1	NA	SAC06	StAlbansCity	7D_rep1	4
SAC06.2	NA	NA	NA	2	NA	SAC06	StAlbansCity	7D_rep2	3
SAC06.3	NA	NA	NA	3	NA	SAC06	StAlbansCity	7D_rep3	3
SAC06.4	NA	NA	NA	4	NA	SAC06	StAlbansCity	7D_rep4	1
SAC07.1	NA	NA	NA	1	NA	SAC07	StAlbansCity	7D_rep1	4
SAC07.2	NA	NA	NA	2	NA	SAC07	StAlbansCity	7D_rep2	3
SAC07.3	NA	NA	NA	3	NA	SAC07	StAlbansCity	7D_rep3	3
SAC07.4	NA	NA	NA	4	NA	SAC07	StAlbansCity	7D_rep4	1
SAC08.1	NA	NA	NA	1	NA	SAC08	StAlbansCity	7D_rep1	2
SAC08.2	NA	NA	NA	2	NA	SAC08	StAlbansCity	7D_rep2	4
SAC08.3	NA	NA	NA	3	NA	SAC08	StAlbansCity	7D_rep3	4
SAC08.4	NA	NA	NA	4	NA	SAC08	StAlbansCity	7D_rep4	1
SAC09.1	NA	NA	NA	1	NA	SAC09	StAlbansCity	7D_rep1	4
SAC09.2	NA	NA	NA	2	NA	SAC09	StAlbansCity	7D_rep2	4
SAC09.3	NA	NA	NA	3	NA	SAC09	StAlbansCity	7D_rep3	4
SAC09.4	NA	NA	NA	4	NA	SAC09	StAlbansCity	7D_rep4	2
SAC10.1	NA	NA	NA	1	NA	SAC10	StAlbansCity	7D_rep1	4
SAC10.2	NA	NA	NA	2	NA	SAC10	StAlbansCity	7D_rep2	4
SAC10.3	NA	NA	NA	3	NA	SAC10	StAlbansCity	7D_rep3	4
SAC10.4	NA	NA	NA	4	NA	SAC10	StAlbansCity	7D_rep4	4
SAC11.1	NA	NA	NA	1	NA	SAC11	StAlbansCity	7D_rep1	4
SAC11.2	NA	NA	NA	2	NA	SAC11	StAlbansCity	7D_rep2	4
SAC11.3	NA	NA	NA	3	NA	SAC11	StAlbansCity	7D_rep3	4
SAC11.4	NA	NA	NA	4	NA	SAC11	StAlbansCity	7D_rep4	4
SAC12.1	NA	NA	NA	1	NA	SAC12	StAlbansCity	7D_rep1	3
SAC12.2	NA	NA	NA	2	NA	SAC12	StAlbansCity	7D_rep2	3
SAC12.3	NA	NA	NA	3	NA	SAC12	StAlbansCity	7D_rep3	3
SAC12.4	NA	NA	NA	4	NA	SAC12	StAlbansCity	7D_rep4	4
SAC13.1	NA	NA	NA	1	NA	SAC13	StAlbansCity	7D_rep1	4
SAC13.2	NA	NA	NA	2	NA	SAC13	StAlbansCity	7D_rep2	3
SAC13.3	NA	NA	NA	3	NA	SAC13	StAlbansCity	7D_rep3	3
SAC13.4	NA	NA	NA	4	NA	SAC13	StAlbansCity	7D_rep4	4
SAC14.1	NA	NA	NA	1	NA	SAC14	StAlbansCity	7D_rep1	4
SAC14.2	NA	NA	NA	2	NA	SAC14	StAlbansCity	7D_rep2	4
SAC14.3	NA	NA	NA	3	NA	SAC14	StAlbansCity	7D_rep3	4
SAC14.4	NA	NA	NA	4	NA	SAC14	StAlbansCity	7D_rep4	4
SAC15.1	NA	NA	NA	1	NA	SAC15	StAlbansCity	7D_rep1	4
SAC15.2	NA	NA	NA	2	NA	SAC15	StAlbansCity	7D_rep2	4
SAC15.3	NA	NA	NA	3	NA	SAC15	StAlbansCity	7D_rep3	3
SAC15.4	NA	NA	NA	4	NA	SAC15	StAlbansCity	7D_rep4	4
SAC16.1	NA	NA	NA	1	NA	SAC16	StAlbansCity	7D_rep1	4
SAC16.2	NA	NA	NA	2	NA	SAC16	StAlbansCity	7D_rep2	3
SAC16.3	NA	NA	NA	3	NA	SAC16	StAlbansCity	7D_rep3	3
SAC16.4	NA	NA	NA	4	NA	SAC16	StAlbansCity	7D_rep4	4
SP01.1	NA	NA	NA	1	NA	SP01	SilwoodPark	7D_rep1	2
SP01.2	NA	NA	NA	2	NA	SP01	SilwoodPark	7D_rep2	4
SP01.3	NA	NA	NA	3	NA	SP01	SilwoodPark	7D_rep3	4
SP01.4	NA	NA	NA	4	NA	SP01	SilwoodPark	7D_rep4	2
SP02.1	NA	NA	NA	1	NA	SP02	SilwoodPark	7D_rep1	1
SP02.2	NA	NA	NA	2	NA	SP02	SilwoodPark	7D_rep2	1
SP02.3	NA	NA	NA	3	NA	SP02	SilwoodPark	7D_rep3	1
SP02.4	NA	NA	NA	4	NA	SP02	SilwoodPark	7D_rep4	1
SP03.1	NA	NA	NA	1	NA	SP03	SilwoodPark	7D_rep1	1
SP03.2	NA	NA	NA	2	NA	SP03	SilwoodPark	7D_rep2	1
SP03.3	NA	NA	NA	3	NA	SP03	SilwoodPark	7D_rep3	1
SP03.4	NA	NA	NA	4	NA	SP03	SilwoodPark	7D_rep4	1
SP04.1	NA	NA	NA	1	NA	SP04	SilwoodPark	7D_rep1	2
SP04.2	NA	NA	NA	2	NA	SP04	SilwoodPark	7D_rep2	2
SP04.3	NA	NA	NA	3	NA	SP04	SilwoodPark	7D_rep3	2
SP04.4	NA	NA	NA	4	NA	SP04	SilwoodPark	7D_rep4	2
SP05.1	NA	NA	NA	1	NA	SP05	SilwoodPark	7D_rep1	1
SP05.2	NA	NA	NA	2	NA	SP05	SilwoodPark	7D_rep2	1
SP05.3	NA	NA	NA	3	NA	SP05	SilwoodPark	7D_rep3	1
SP05.4	NA	NA	NA	4	NA	SP05	SilwoodPark	7D_rep4	1
SP06.1	NA	NA	NA	1	NA	SP06	SilwoodPark	7D_rep1	2
SP06.2	NA	NA	NA	2	NA	SP06	SilwoodPark	7D_rep2	1
SP06.3	NA	NA	NA	3	NA	SP06	SilwoodPark	7D_rep3	1
SP06.4	NA	NA	NA	4	NA	SP06	SilwoodPark	7D_rep4	2
SP07.1	NA	NA	NA	1	NA	SP07	SilwoodPark	7D_rep1	1
SP07.2	NA	NA	NA	2	NA	SP07	SilwoodPark	7D_rep2	1
SP07.3	NA	NA	NA	3	NA	SP07	SilwoodPark	7D_rep3	1
SP07.4	NA	NA	NA	4	NA	SP07	SilwoodPark	7D_rep4	1
SP08.1	NA	NA	NA	1	NA	SP08	SilwoodPark	7D_rep1	2
SP08.2	NA	NA	NA	2	NA	SP08	SilwoodPark	7D_rep2	2
SP08.3	NA	NA	NA	3	NA	SP08	SilwoodPark	7D_rep3	2
SP08.4	NA	NA	NA	4	NA	SP08	SilwoodPark	7D_rep4	2
SP09.1	NA	NA	NA	1	NA	SP09	SilwoodPark	7D_rep1	2
SP09.2	NA	NA	NA	2	NA	SP09	SilwoodPark	7D_rep2	2
SP09.3	NA	NA	NA	3	NA	SP09	SilwoodPark	7D_rep3	2
SP09.4	NA	NA	NA	4	NA	SP09	SilwoodPark	7D_rep4	2
WEL01.1	NA	NA	NA	1	NA	WEL01	CombeHill	7D_rep1	4
WEL01.2	NA	NA	NA	2	NA	WEL01	CombeHill	7D_rep2	4
WEL01.3	NA	NA	NA	3	NA	WEL01	CombeHill	7D_rep3	4
WEL01.4	NA	NA	NA	4	NA	WEL01	CombeHill	7D_rep4	4
WEL02.1	NA	NA	NA	1	NA	WEL02	CombeHill	7D_rep1	4
WEL02.2	NA	NA	NA	2	NA	WEL02	CombeHill	7D_rep2	4
WEL02.3	NA	NA	NA	3	NA	WEL02	CombeHill	7D_rep3	4
WEL02.4	NA	NA	NA	4	NA	WEL02	CombeHill	7D_rep4	4
WEL03.1	NA	NA	NA	1	NA	WEL03	CombeHill	7D_rep1	4
WEL03.2	NA	NA	NA	2	NA	WEL03	CombeHill	7D_rep2	4
WEL03.3	NA	NA	NA	3	NA	WEL03	CombeHill	7D_rep3	4
WEL03.4	NA	NA	NA	4	NA	WEL03	CombeHill	7D_rep4	2
WEL04.1	NA	NA	NA	1	NA	WEL04	CombeHill	7D_rep1	4
WEL04.2	NA	NA	NA	2	NA	WEL04	CombeHill	7D_rep2	4
WEL04.3	NA	NA	NA	3	NA	WEL04	CombeHill	7D_rep3	4
WEL04.4	NA	NA	NA	4	NA	WEL04	CombeHill	7D_rep4	4
WEL05.1	NA	NA	NA	1	NA	WEL05	CombeHill	7D_rep1	4
WEL05.2	NA	NA	NA	2	NA	WEL05	CombeHill	7D_rep2	4
WEL05.3	NA	NA	NA	3	NA	WEL05	CombeHill	7D_rep3	4
WEL05.4	NA	NA	NA	4	NA	WEL05	CombeHill	7D_rep4	4
WEL06.1	NA	NA	NA	1	NA	WEL06	CombeHill	7D_rep1	4
WEL06.2	NA	NA	NA	2	NA	WEL06	CombeHill	7D_rep2	4
WEL06.3	NA	NA	NA	3	NA	WEL06	CombeHill	7D_rep3	4
WEL06.4	NA	NA	NA	4	NA	WEL06	CombeHill	7D_rep4	4
WEL07.1	NA	NA	NA	1	NA	WEL07	CombeHill	7D_rep1	4
WEL07.2	NA	NA	NA	2	NA	WEL07	CombeHill	7D_rep2	4
WEL07.3	NA	NA	NA	3	NA	WEL07	CombeHill	7D_rep3	4
WEL07.4	NA	NA	NA	4	NA	WEL07	CombeHill	7D_rep4	4
WEL08.1	NA	NA	NA	1	NA	WEL08	CombeHill	7D_rep1	3
WEL08.2	NA	NA	NA	2	NA	WEL08	CombeHill	7D_rep2	3
WEL08.3	NA	NA	NA	3	NA	WEL08	CombeHill	7D_rep3	3
WEL08.4	NA	NA	NA	4	NA	WEL08	CombeHill	7D_rep4	3
WEL09.1	NA	NA	NA	1	NA	WEL09	CombeHill	7D_rep1	4
WEL09.2	NA	NA	NA	2	NA	WEL09	CombeHill	7D_rep2	4
WEL09.3	NA	NA	NA	3	NA	WEL09	CombeHill	7D_rep3	4
WEL09.4	NA	NA	NA	4	NA	WEL09	CombeHill	7D_rep4	4
WEL10.2	NA	NA	NA	2	NA	WEL10	CombeHill	7D_rep2	4
WEL10.3	NA	NA	NA	3	NA	WEL10	CombeHill	7D_rep3	4
WEL10.4	NA	NA	NA	4	NA	WEL10	CombeHill	7D_rep4	4
WEL11.2	NA	NA	NA	2	NA	WEL11	CombeHill	7D_rep2	4
WEL11.3	NA	NA	NA	3	NA	WEL11	CombeHill	7D_rep3	4
WEL11.4	NA	NA	NA	4	NA	WEL11	CombeHill	7D_rep4	4
WEL12.1	NA	NA	NA	1	NA	WEL12	CombeHill	7D_rep1	4
WEL12.2	NA	NA	NA	2	NA	WEL12	CombeHill	7D_rep2	4
WEL12.3	NA	NA	NA	3	NA	WEL12	CombeHill	7D_rep3	4
WEL12.4	NA	NA	NA	4	NA	WEL12	CombeHill	7D_rep4	4
WEL13.1	NA	NA	NA	1	NA	WEL13	CombeHill	7D_rep1	4
WEL13.2	NA	NA	NA	2	NA	WEL13	CombeHill	7D_rep2	4
WEL13.3	NA	NA	NA	3	NA	WEL13	CombeHill	7D_rep3	4
WEL13.4	NA	NA	NA	4	NA	WEL13	CombeHill	7D_rep4	4
WEL14.1	NA	NA	NA	1	NA	WEL14	CombeHill	7D_rep1	4
WEL14.2	NA	NA	NA	2	NA	WEL14	CombeHill	7D_rep2	4
WEL14.3	NA	NA	NA	3	NA	WEL14	CombeHill	7D_rep3	3
WEL14.4	NA	NA	NA	4	NA	WEL14	CombeHill	7D_rep4	4
WEL15.1	NA	NA	NA	1	NA	WEL15	CombeHill	7D_rep1	1
WEL15.2	NA	NA	NA	2	NA	WEL15	CombeHill	7D_rep2	4
WEL15.3	NA	NA	NA	3	NA	WEL15	CombeHill	7D_rep3	4
WEL15.4	NA	NA	NA	4	NA	WEL15	CombeHill	7D_rep4	4
WEL16.2	NA	NA	NA	2	NA	WEL16	CombeHill	7D_rep2	3
WEL16.3	NA	NA	NA	3	NA	WEL16	CombeHill	7D_rep3	4
WEL16.4	NA	NA	NA	4	NA	WEL16	CombeHill	7D_rep4	4
WEL17.1	NA	NA	NA	1	NA	WEL17	CombeHill	7D_rep1	4
WEL17.2	NA	NA	NA	2	NA	WEL17	CombeHill	7D_rep2	4
WEL17.3	NA	NA	NA	3	NA	WEL17	CombeHill	7D_rep3	4
WEL17.4	NA	NA	NA	4	NA	WEL17	CombeHill	7D_rep4	4
WEL18.1	NA	NA	NA	1	NA	WEL18	CombeHill	7D_rep1	3
WEL18.2	NA	NA	NA	2	NA	WEL18	CombeHill	7D_rep2	3
WEL18.3	NA	NA	NA	3	NA	WEL18	CombeHill	7D_rep3	3
WEL18.4	NA	NA	NA	4	NA	WEL18	CombeHill	7D_rep4	3
WEL19.1	NA	NA	NA	1	NA	WEL19	CombeHill	7D_rep1	4
WEL19.2	NA	NA	NA	2	NA	WEL19	CombeHill	7D_rep2	4
WEL19.3	NA	NA	NA	3	NA	WEL19	CombeHill	7D_rep3	4
WEL19.4	NA	NA	NA	4	NA	WEL19	CombeHill	7D_rep4	4
WEL20.1	NA	NA	NA	1	NA	WEL20	CombeHill	7D_rep1	4
WEL20.2	NA	NA	NA	2	NA	WEL20	CombeHill	7D_rep2	4
WEL20.3	NA	NA	NA	3	NA	WEL20	CombeHill	7D_rep3	4
WEL20.4	NA	NA	NA	4	NA	WEL20	CombeHill	7D_rep4	4
WEL21.1	NA	NA	NA	1	NA	WEL21	CombeHill	7D_rep1	4
WEL21.2	NA	NA	NA	2	NA	WEL21	CombeHill	7D_rep2	4
WEL21.3	NA	NA	NA	3	NA	WEL21	CombeHill	7D_rep3	4
WEL21.4	NA	NA	NA	4	NA	WEL21	CombeHill	7D_rep4	4
WEL22.1	NA	NA	NA	1	NA	WEL22	CombeHill	7D_rep1	3
WEL22.2	NA	NA	NA	2	NA	WEL22	CombeHill	7D_rep2	4
WEL22.3	NA	NA	NA	3	NA	WEL22	CombeHill	7D_rep3	3
WEL22.4	NA	NA	NA	4	NA	WEL22	CombeHill	7D_rep4	4
WEL23.1	NA	NA	NA	1	NA	WEL23	CombeHill	7D_rep1	4
WEL23.2	NA	NA	NA	2	NA	WEL23	CombeHill	7D_rep2	4
WEL23.3	NA	NA	NA	3	NA	WEL23	CombeHill	7D_rep3	4
WEL23.4	NA	NA	NA	4	NA	WEL23	CombeHill	7D_rep4	4
WEL24.1	NA	NA	NA	1	NA	WEL24	CombeHill	7D_rep1	4
WEL24.2	NA	NA	NA	2	NA	WEL24	CombeHill	7D_rep2	4
WEL24.3	NA	NA	NA	3	NA	WEL24	CombeHill	7D_rep3	4
WEL24.4	NA	NA	NA	4	NA	WEL24	CombeHill	7D_rep4	4
WEL25.1	NA	NA	NA	1	NA	WEL25	CombeHill	7D_rep1	4
WEL25.2	NA	NA	NA	2	NA	WEL25	CombeHill	7D_rep2	4
WEL25.3	NA	NA	NA	3	NA	WEL25	CombeHill	7D_rep3	4
WEL25.4	NA	NA	NA	4	NA	WEL25	CombeHill	7D_rep4	4
WEL26.1	NA	NA	NA	1	NA	WEL26	CombeHill	7D_rep1	4
WEL26.2	NA	NA	NA	2	NA	WEL26	CombeHill	7D_rep2	4
WEL26.3	NA	NA	NA	3	NA	WEL26	CombeHill	7D_rep3	4
WEL26.4	NA	NA	NA	4	NA	WEL26	CombeHill	7D_rep4	4
WF01.1	NA	NA	NA	1	NA	WF01	WindsorForest	7D_rep1	2
WF01.2	NA	NA	NA	2	NA	WF01	WindsorForest	7D_rep2	2
WF01.3	NA	NA	NA	3	NA	WF01	WindsorForest	7D_rep3	2
WF01.4	NA	NA	NA	4	NA	WF01	WindsorForest	7D_rep4	2
WF02.1	NA	NA	NA	1	NA	WF02	WindsorForest	7D_rep1	2
WF02.2	NA	NA	NA	2	NA	WF02	WindsorForest	7D_rep2	2
WF02.3	NA	NA	NA	3	NA	WF02	WindsorForest	7D_rep3	2
WF02.4	NA	NA	NA	4	NA	WF02	WindsorForest	7D_rep4	1
WF03.1	NA	NA	NA	1	NA	WF03	WindsorForest	7D_rep1	2
WF03.2	NA	NA	NA	2	NA	WF03	WindsorForest	7D_rep2	1
WF03.3	NA	NA	NA	3	NA	WF03	WindsorForest	7D_rep3	1
WF03.4	NA	NA	NA	4	NA	WF03	WindsorForest	7D_rep4	2
WF04.1	NA	NA	NA	1	NA	WF04	WindsorForest	7D_rep1	2
WF04.2	NA	NA	NA	2	NA	WF04	WindsorForest	7D_rep2	2
WF04.3	NA	NA	NA	3	NA	WF04	WindsorForest	7D_rep3	2
WF04.4	NA	NA	NA	4	NA	WF04	WindsorForest	7D_rep4	2
WF05.1	NA	NA	NA	1	NA	WF05	WindsorForest	7D_rep1	2
WF05.2	NA	NA	NA	2	NA	WF05	WindsorForest	7D_rep2	2
WF05.3	NA	NA	NA	3	NA	WF05	WindsorForest	7D_rep3	1
WF05.4	NA	NA	NA	4	NA	WF05	WindsorForest	7D_rep4	2
WF06.1	NA	NA	NA	1	NA	WF06	WindsorForest	7D_rep1	2
WF06.2	NA	NA	NA	2	NA	WF06	WindsorForest	7D_rep2	2
WF06.3	NA	NA	NA	3	NA	WF06	WindsorForest	7D_rep3	2
WF06.4	NA	NA	NA	4	NA	WF06	WindsorForest	7D_rep4	2
WF07.1	NA	NA	NA	1	NA	WF07	WindsorForest	7D_rep1	2
WF07.2	NA	NA	NA	2	NA	WF07	WindsorForest	7D_rep2	2
WF07.3	NA	NA	NA	3	NA	WF07	WindsorForest	7D_rep3	2
WF07.4	NA	NA	NA	4	NA	WF07	WindsorForest	7D_rep4	4
WiW01.1	NA	NA	NA	1	NA	WiW01	GreenbroomCovert	7D_rep1	2
WiW01.2	NA	NA	NA	2	NA	WiW01	GreenbroomCovert	7D_rep2	1
WiW01.3	NA	NA	NA	3	NA	WiW01	GreenbroomCovert	7D_rep3	1
WiW01.4	NA	NA	NA	4	NA	WiW01	GreenbroomCovert	7D_rep4	2
WiW02.1	NA	NA	NA	1	NA	WiW02	GreenbroomCovert	7D_rep1	1
WiW02.2	NA	NA	NA	2	NA	WiW02	GreenbroomCovert	7D_rep2	1
WiW02.3	NA	NA	NA	3	NA	WiW02	GreenbroomCovert	7D_rep3	1
WiW02.4	NA	NA	NA	4	NA	WiW02	GreenbroomCovert	7D_rep4	2
WiW03.1	NA	NA	NA	1	NA	WiW03	GreenbroomCovert	7D_rep1	2
WiW03.2	NA	NA	NA	2	NA	WiW03	GreenbroomCovert	7D_rep2	1
WiW03.3	NA	NA	NA	3	NA	WiW03	GreenbroomCovert	7D_rep3	1
WiW03.4	NA	NA	NA	4	NA	WiW03	GreenbroomCovert	7D_rep4	2
WiW04.1	NA	NA	NA	1	NA	WiW04	GreenbroomCovert	7D_rep1	1
WiW04.2	NA	NA	NA	2	NA	WiW04	GreenbroomCovert	7D_rep2	1
WiW04.3	NA	NA	NA	3	NA	WiW04	GreenbroomCovert	7D_rep3	1
WiW04.4	NA	NA	NA	4	NA	WiW04	GreenbroomCovert	7D_rep4	2
WiW05.1	NA	NA	NA	1	NA	WiW05	GreenbroomCovert	7D_rep1	1
WiW05.2	NA	NA	NA	2	NA	WiW05	GreenbroomCovert	7D_rep2	1
WiW05.3	NA	NA	NA	3	NA	WiW05	GreenbroomCovert	7D_rep3	1
WiW05.4	NA	NA	NA	4	NA	WiW05	GreenbroomCovert	7D_rep4	2
WiW06.1	NA	NA	NA	1	NA	WiW06	GreenbroomCovert	7D_rep1	2
WiW06.2	NA	NA	NA	2	NA	WiW06	GreenbroomCovert	7D_rep2	2
WiW06.3	NA	NA	NA	3	NA	WiW06	GreenbroomCovert	7D_rep3	2
WiW06.4	NA	NA	NA	4	NA	WiW06	GreenbroomCovert	7D_rep4	2
WiW07.1	NA	NA	NA	1	NA	WiW07	GreenbroomCovert	7D_rep1	2
WiW07.2	NA	NA	NA	2	NA	WiW07	GreenbroomCovert	7D_rep2	2
WiW07.3	NA	NA	NA	3	NA	WiW07	GreenbroomCovert	7D_rep3	2
WiW07.4	NA	NA	NA	4	NA	WiW07	GreenbroomCovert	7D_rep4	2
WiW08.1	NA	NA	NA	1	NA	WiW08	GreenbroomCovert	7D_rep1	2
WiW08.2	NA	NA	NA	2	NA	WiW08	GreenbroomCovert	7D_rep2	2
WiW08.3	NA	NA	NA	3	NA	WiW08	GreenbroomCovert	7D_rep3	2
WiW08.4	NA	NA	NA	4	NA	WiW08	GreenbroomCovert	7D_rep4	1
WiW09.1	NA	NA	NA	1	NA	WiW09	GreenbroomCovert	7D_rep1	2
WiW09.2	NA	NA	NA	2	NA	WiW09	GreenbroomCovert	7D_rep2	2
WiW09.3	NA	NA	NA	3	NA	WiW09	GreenbroomCovert	7D_rep3	2
WiW10.1	NA	NA	NA	1	NA	WiW10	GreenbroomCovert	7D_rep1	2
WiW10.2	NA	NA	NA	2	NA	WiW10	GreenbroomCovert	7D_rep2	1
WiW10.3	NA	NA	NA	3	NA	WiW10	GreenbroomCovert	7D_rep3	1
WiW10.4	NA	NA	NA	4	NA	WiW10	GreenbroomCovert	7D_rep4	2
WiW11.1	NA	NA	NA	1	NA	WiW11	GreenbroomCovert	7D_rep1	2
WiW11.2	NA	NA	NA	2	NA	WiW11	GreenbroomCovert	7D_rep2	2
WiW11.3	NA	NA	NA	3	NA	WiW11	GreenbroomCovert	7D_rep3	2
WiW11.4	NA	NA	NA	4	NA	WiW11	GreenbroomCovert	7D_rep4	2
WiW12.2	NA	NA	NA	2	NA	WiW12	GreenbroomCovert	7D_rep2	2
WiW12.3	NA	NA	NA	3	NA	WiW12	GreenbroomCovert	7D_rep3	2
WiW12.4	NA	NA	NA	4	NA	WiW12	GreenbroomCovert	7D_rep4	2
WiW13.1	NA	NA	NA	1	NA	WiW13	GreenbroomCovert	7D_rep1	2
WiW13.2	NA	NA	NA	2	NA	WiW13	GreenbroomCovert	7D_rep2	2
WiW13.3	NA	NA	NA	3	NA	WiW13	GreenbroomCovert	7D_rep3	2
WiW13.4	NA	NA	NA	4	NA	WiW13	GreenbroomCovert	7D_rep4	2
WiW14.1	NA	NA	NA	1	NA	WiW14	GreenbroomCovert	7D_rep1	1
WiW14.2	NA	NA	NA	2	NA	WiW14	GreenbroomCovert	7D_rep2	1
WiW14.3	NA	NA	NA	3	NA	WiW14	GreenbroomCovert	7D_rep3	1
WiW14.4	NA	NA	NA	4	NA	WiW14	GreenbroomCovert	7D_rep4	4
WiW15.1	NA	NA	NA	1	NA	WiW15	GreenbroomCovert	7D_rep1	2
WiW15.2	NA	NA	NA	2	NA	WiW15	GreenbroomCovert	7D_rep2	2
WiW15.3	NA	NA	NA	3	NA	WiW15	GreenbroomCovert	7D_rep3	1
WiW15.4	NA	NA	NA	4	NA	WiW15	GreenbroomCovert	7D_rep4	4
WiW16.1	NA	NA	NA	1	NA	WiW16	GreenbroomCovert	7D_rep1	1
WiW16.2	NA	NA	NA	2	NA	WiW16	GreenbroomCovert	7D_rep2	1
WiW16.3	NA	NA	NA	3	NA	WiW16	GreenbroomCovert	7D_rep3	1
WiW16.4	NA	NA	NA	4	NA	WiW16	GreenbroomCovert	7D_rep4	4
WiW17.1	NA	NA	NA	1	NA	WiW17	GreenbroomCovert	7D_rep1	2
WiW17.2	NA	NA	NA	2	NA	WiW17	GreenbroomCovert	7D_rep2	2
WiW17.3	NA	NA	NA	3	NA	WiW17	GreenbroomCovert	7D_rep3	2
WiW17.4	NA	NA	NA	4	NA	WiW17	GreenbroomCovert	7D_rep4	3
